date,item_id,item_name,category,brand,price,competitor_price,promo,promo_type,discount_depth,holiday,payday,is_weekend,temperature,stockout,demand
2023-01-30,item_006,Apples 1kg,Fruits,GreenValley,732.07,771.43,0,none,0.0,0,0,0,3.3,0,27
2023-01-31,item_006,Apples 1kg,Fruits,GreenValley,731.3,698.64,0,none,0.0,0,0,0,-2.1,0,20
2023-02-01,item_006,Apples 1kg,Fruits,GreenValley,739.1,758.33,0,none,0.0,0,0,0,3.8,0,13
2023-02-02,item_006,Apples 1kg,Fruits,GreenValley,727.37,717.96,0,none,0.0,0,0,0,3.8,0,28
2023-02-03,item_006,Apples 1kg,Fruits,GreenValley,728.52,738.82,0,none,0.0,0,0,0,4.1,0,32
2023-02-04,item_006,Apples 1kg,Fruits,GreenValley,693.61,747.88,1,discount,0.05,0,0,1,4.3,0,40
2023-02-05,item_006,Apples 1kg,Fruits,GreenValley,731.52,720.37,0,none,0.0,0,1,1,10.3,0,71
2023-02-06,item_006,Apples 1kg,Fruits,GreenValley,740.61,768.17,0,none,0.0,0,0,0,7.7,0,29
2023-02-07,item_006,Apples 1kg,Fruits,GreenValley,739.41,745.45,0,none,0.0,0,0,0,3.1,0,20
2023-02-08,item_006,Apples 1kg,Fruits,GreenValley,732.64,738.92,0,none,0.0,0,0,0,4.5,0,19
2023-02-09,item_006,Apples 1kg,Fruits,GreenValley,731.03,758.69,0,none,0.0,0,0,0,1.4,0,21
2023-02-10,item_006,Apples 1kg,Fruits,GreenValley,738.02,715.56,0,none,0.0,0,0,0,7.0,0,44
2023-02-11,item_006,Apples 1kg,Fruits,GreenValley,736.55,717.25,0,none,0.0,0,0,1,7.1,0,51
2023-02-12,item_006,Apples 1kg,Fruits,GreenValley,730.4,689.93,0,none,0.0,0,0,1,8.0,0,55
2023-02-13,item_006,Apples 1kg,Fruits,GreenValley,738.77,764.87,0,none,0.0,0,0,0,7.4,0,30
2023-02-14,item_006,Apples 1kg,Fruits,GreenValley,731.26,764.0,0,none,0.0,1,0,0,3.8,0,35
2023-02-15,item_006,Apples 1kg,Fruits,GreenValley,729.95,761.97,0,none,0.0,0,0,0,5.0,0,14
2023-02-16,item_006,Apples 1kg,Fruits,GreenValley,735.7,745.85,0,none,0.0,0,0,0,2.0,0,27
2023-02-17,item_006,Apples 1kg,Fruits,GreenValley,726.6,714.06,0,none,0.0,0,0,0,7.3,0,54
2023-02-18,item_006,Apples 1kg,Fruits,GreenValley,727.46,708.55,0,none,0.0,0,0,1,6.6,0,46
2023-02-19,item_006,Apples 1kg,Fruits,GreenValley,740.68,776.89,0,none,0.0,0,0,1,4.4,0,51
2023-02-20,item_006,Apples 1kg,Fruits,GreenValley,739.65,705.99,0,none,0.0,0,1,0,7.9,0,30
2023-02-21,item_006,Apples 1kg,Fruits,GreenValley,733.83,739.43,0,none,0.0,0,0,0,2.4,0,14
2023-02-22,item_006,Apples 1kg,Fruits,GreenValley,736.59,736.27,0,none,0.0,0,0,0,12.4,0,18
2023-02-23,item_006,Apples 1kg,Fruits,GreenValley,738.19,767.61,0,none,0.0,1,0,0,10.4,0,45
2023-02-24,item_006,Apples 1kg,Fruits,GreenValley,731.17,703.26,0,none,0.0,0,0,0,7.5,0,44
2023-02-25,item_006,Apples 1kg,Fruits,GreenValley,738.39,776.69,0,none,0.0,0,1,1,16.5,0,56
2023-02-26,item_006,Apples 1kg,Fruits,GreenValley,737.44,748.57,0,none,0.0,0,0,1,11.6,0,39
2023-02-27,item_006,Apples 1kg,Fruits,GreenValley,758.08,797.8,0,none,0.0,0,0,0,7.7,0,26
2023-02-28,item_006,Apples 1kg,Fruits,GreenValley,755.54,753.2,0,none,0.0,0,0,0,10.7,0,11
2023-03-01,item_006,Apples 1kg,Fruits,GreenValley,681.83,783.96,1,discount,0.1,0,0,0,4.6,0,29
2023-03-02,item_006,Apples 1kg,Fruits,GreenValley,752.83,736.65,0,none,0.0,0,0,0,8.5,0,16
2023-03-03,item_006,Apples 1kg,Fruits,GreenValley,749.65,741.6,0,none,0.0,0,0,0,13.3,0,26
2023-03-04,item_006,Apples 1kg,Fruits,GreenValley,757.05,780.52,0,none,0.0,0,0,1,11.6,0,39
2023-03-05,item_006,Apples 1kg,Fruits,GreenValley,756.78,773.56,0,none,0.0,0,1,1,13.7,0,49
2023-03-06,item_006,Apples 1kg,Fruits,GreenValley,757.25,726.35,0,none,0.0,0,0,0,13.9,0,30
2023-03-07,item_006,Apples 1kg,Fruits,GreenValley,758.49,788.18,0,none,0.0,0,0,0,12.7,0,18
2023-03-08,item_006,Apples 1kg,Fruits,GreenValley,750.07,738.71,0,none,0.0,1,0,0,14.9,0,20
2023-03-09,item_006,Apples 1kg,Fruits,GreenValley,755.29,779.58,0,none,0.0,0,0,0,10.7,0,30
2023-03-10,item_006,Apples 1kg,Fruits,GreenValley,752.42,756.21,0,none,0.0,0,0,0,12.1,0,38
2023-03-11,item_006,Apples 1kg,Fruits,GreenValley,755.77,746.54,0,none,0.0,0,0,1,18.5,0,42
2023-03-12,item_006,Apples 1kg,Fruits,GreenValley,758.28,733.38,0,none,0.0,0,0,1,11.7,0,40
2023-03-13,item_006,Apples 1kg,Fruits,GreenValley,761.26,729.28,0,none,0.0,0,0,0,9.7,0,21
2023-03-14,item_006,Apples 1kg,Fruits,GreenValley,759.85,738.52,0,none,0.0,0,0,0,7.6,0,18
2023-03-15,item_006,Apples 1kg,Fruits,GreenValley,748.36,757.84,0,none,0.0,0,0,0,13.7,0,21
2023-03-16,item_006,Apples 1kg,Fruits,GreenValley,760.07,767.34,0,none,0.0,0,0,0,10.6,0,28
2023-03-17,item_006,Apples 1kg,Fruits,GreenValley,762.22,760.13,0,none,0.0,0,0,0,12.5,0,38
2023-03-18,item_006,Apples 1kg,Fruits,GreenValley,751.27,794.58,0,none,0.0,0,0,1,12.1,0,48
2023-03-19,item_006,Apples 1kg,Fruits,GreenValley,757.53,793.67,0,none,0.0,0,0,1,12.2,0,61
2023-03-20,item_006,Apples 1kg,Fruits,GreenValley,607.71,781.82,1,discount,0.2,0,1,0,14.7,0,54
2023-03-21,item_006,Apples 1kg,Fruits,GreenValley,752.67,757.6,0,none,0.0,0,0,0,14.0,0,13
2023-03-22,item_006,Apples 1kg,Fruits,GreenValley,747.99,790.99,0,none,0.0,0,0,0,12.3,0,13
2023-03-23,item_006,Apples 1kg,Fruits,GreenValley,761.78,717.62,0,none,0.0,0,0,0,11.3,0,22
2023-03-24,item_006,Apples 1kg,Fruits,GreenValley,752.27,792.83,0,none,0.0,0,0,0,19.1,0,40
2023-03-25,item_006,Apples 1kg,Fruits,GreenValley,750.72,727.31,0,none,0.0,0,1,1,8.9,0,49
2023-03-26,item_006,Apples 1kg,Fruits,GreenValley,750.89,771.04,0,none,0.0,0,0,1,16.7,0,51
2023-03-27,item_006,Apples 1kg,Fruits,GreenValley,748.04,738.44,0,none,0.0,0,0,0,14.9,0,20
2023-03-28,item_006,Apples 1kg,Fruits,GreenValley,747.3,709.84,0,none,0.0,0,0,0,11.9,0,16
2023-03-29,item_006,Apples 1kg,Fruits,GreenValley,756.32,784.51,0,none,0.0,0,0,0,16.1,0,7
2023-03-30,item_006,Apples 1kg,Fruits,GreenValley,749.61,706.36,0,none,0.0,0,0,0,14.3,0,27
2023-03-31,item_006,Apples 1kg,Fruits,GreenValley,743.54,717.16,0,none,0.0,0,0,0,15.8,0,36
2023-04-01,item_006,Apples 1kg,Fruits,GreenValley,752.53,765.08,0,none,0.0,0,0,1,16.8,0,33
2023-04-02,item_006,Apples 1kg,Fruits,GreenValley,746.11,734.47,0,none,0.0,0,0,1,16.0,0,52
2023-04-03,item_006,Apples 1kg,Fruits,GreenValley,751.51,731.47,0,none,0.0,0,0,0,21.1,0,28
2023-04-04,item_006,Apples 1kg,Fruits,GreenValley,755.8,717.61,0,none,0.0,0,0,0,13.8,0,14
2023-04-05,item_006,Apples 1kg,Fruits,GreenValley,770.28,768.25,0,none,0.0,0,1,0,20.6,0,21
2023-04-06,item_006,Apples 1kg,Fruits,GreenValley,756.74,757.47,0,none,0.0,0,0,0,21.6,0,21
2023-04-07,item_006,Apples 1kg,Fruits,GreenValley,758.14,747.47,0,none,0.0,0,0,0,15.9,0,51
2023-04-08,item_006,Apples 1kg,Fruits,GreenValley,649.97,724.48,1,display,0.15,0,0,1,13.1,0,53
2023-04-09,item_006,Apples 1kg,Fruits,GreenValley,607.67,755.69,1,discount,0.2,0,0,1,18.6,0,58
2023-04-10,item_006,Apples 1kg,Fruits,GreenValley,756.8,767.82,0,none,0.0,0,0,0,18.0,0,31
2023-04-11,item_006,Apples 1kg,Fruits,GreenValley,773.88,817.85,0,none,0.0,0,0,0,18.5,0,19
2023-04-12,item_006,Apples 1kg,Fruits,GreenValley,782.78,732.34,0,none,0.0,0,0,0,22.0,0,13
2023-04-13,item_006,Apples 1kg,Fruits,GreenValley,776.87,786.57,0,none,0.0,0,0,0,26.4,0,14
2023-04-14,item_006,Apples 1kg,Fruits,GreenValley,772.79,815.17,0,none,0.0,0,0,0,18.5,0,37
2023-04-15,item_006,Apples 1kg,Fruits,GreenValley,774.26,764.51,0,none,0.0,0,0,1,21.4,0,56
2023-04-16,item_006,Apples 1kg,Fruits,GreenValley,778.43,770.17,0,none,0.0,0,0,1,15.6,0,37
2023-04-17,item_006,Apples 1kg,Fruits,GreenValley,763.83,758.8,0,none,0.0,0,0,0,21.7,0,31
2023-04-18,item_006,Apples 1kg,Fruits,GreenValley,763.94,782.55,0,none,0.0,0,0,0,16.2,0,18
2023-04-19,item_006,Apples 1kg,Fruits,GreenValley,773.33,761.33,0,none,0.0,0,0,0,24.3,0,12
2023-04-20,item_006,Apples 1kg,Fruits,GreenValley,760.24,780.11,0,none,0.0,0,1,0,19.5,0,18
2023-04-21,item_006,Apples 1kg,Fruits,GreenValley,763.66,741.19,0,none,0.0,0,0,0,22.2,0,29
2023-04-22,item_006,Apples 1kg,Fruits,GreenValley,773.49,798.04,0,none,0.0,0,0,1,23.8,0,40
2023-04-23,item_006,Apples 1kg,Fruits,GreenValley,767.23,759.24,0,none,0.0,0,0,1,18.1,0,51
2023-04-24,item_006,Apples 1kg,Fruits,GreenValley,749.18,748.21,0,none,0.0,0,0,0,20.8,0,29
2023-04-25,item_006,Apples 1kg,Fruits,GreenValley,749.74,769.06,0,none,0.0,0,1,0,16.5,0,12
2023-04-26,item_006,Apples 1kg,Fruits,GreenValley,755.33,712.42,0,none,0.0,0,0,0,26.8,0,19
2023-04-27,item_006,Apples 1kg,Fruits,GreenValley,759.52,762.57,0,none,0.0,0,0,0,22.7,0,30
2023-04-28,item_006,Apples 1kg,Fruits,GreenValley,747.58,757.75,0,none,0.0,0,0,0,23.8,0,32
2023-04-29,item_006,Apples 1kg,Fruits,GreenValley,759.68,725.83,0,none,0.0,0,0,1,18.0,0,38
2023-04-30,item_006,Apples 1kg,Fruits,GreenValley,767.57,774.73,0,none,0.0,0,0,1,25.0,0,45
2023-05-01,item_006,Apples 1kg,Fruits,GreenValley,757.98,790.48,0,none,0.0,1,0,0,22.7,0,48
2023-05-02,item_006,Apples 1kg,Fruits,GreenValley,726.06,791.55,1,bundle,0.05,0,0,0,24.3,0,17
2023-05-03,item_006,Apples 1kg,Fruits,GreenValley,759.3,772.72,0,none,0.0,0,0,0,20.1,0,11
2023-05-04,item_006,Apples 1kg,Fruits,GreenValley,761.88,795.76,0,none,0.0,0,0,0,24.4,0,23
2023-05-05,item_006,Apples 1kg,Fruits,GreenValley,764.08,723.59,0,none,0.0,0,1,0,18.2,0,42
2023-05-06,item_006,Apples 1kg,Fruits,GreenValley,763.37,803.11,0,none,0.0,0,0,1,26.7,0,51
2023-05-07,item_006,Apples 1kg,Fruits,GreenValley,761.37,787.5,0,none,0.0,0,0,1,21.8,0,38
2023-05-08,item_006,Apples 1kg,Fruits,GreenValley,763.99,770.42,0,none,0.0,0,0,0,23.4,0,21
2023-05-09,item_006,Apples 1kg,Fruits,GreenValley,767.73,783.24,0,none,0.0,1,0,0,20.3,0,26
2023-05-10,item_006,Apples 1kg,Fruits,GreenValley,762.27,762.92,0,none,0.0,0,0,0,24.8,0,19
2023-05-11,item_006,Apples 1kg,Fruits,GreenValley,759.05,794.22,0,none,0.0,0,0,0,22.5,0,28
2023-05-12,item_006,Apples 1kg,Fruits,GreenValley,758.67,747.25,0,none,0.0,0,0,0,27.6,0,30
2023-05-13,item_006,Apples 1kg,Fruits,GreenValley,766.69,762.13,0,none,0.0,0,0,1,19.2,0,52
2023-05-14,item_006,Apples 1kg,Fruits,GreenValley,760.93,761.17,0,none,0.0,0,0,1,25.7,0,30
2023-05-15,item_006,Apples 1kg,Fruits,GreenValley,770.21,782.01,0,none,0.0,0,0,0,29.9,0,13
2023-05-16,item_006,Apples 1kg,Fruits,GreenValley,759.33,730.62,0,none,0.0,0,0,0,22.1,0,20
2023-05-17,item_006,Apples 1kg,Fruits,GreenValley,758.3,757.88,0,none,0.0,0,0,0,22.9,0,17
2023-05-18,item_006,Apples 1kg,Fruits,GreenValley,769.87,742.91,0,none,0.0,0,0,0,21.0,0,19
2023-05-19,item_006,Apples 1kg,Fruits,GreenValley,761.01,769.82,0,none,0.0,0,0,0,25.1,0,34
2023-05-20,item_006,Apples 1kg,Fruits,GreenValley,767.44,737.72,0,none,0.0,0,1,1,24.8,0,41
2023-05-21,item_006,Apples 1kg,Fruits,GreenValley,768.47,781.94,0,none,0.0,0,0,1,29.1,0,42
2023-05-22,item_006,Apples 1kg,Fruits,GreenValley,759.44,807.62,0,none,0.0,0,0,0,24.4,0,34
2023-05-23,item_006,Apples 1kg,Fruits,GreenValley,763.87,743.35,0,none,0.0,0,0,0,21.3,0,20
2023-05-24,item_006,Apples 1kg,Fruits,GreenValley,760.78,762.77,0,none,0.0,0,0,0,22.7,0,13
2023-05-25,item_006,Apples 1kg,Fruits,GreenValley,761.28,729.54,0,none,0.0,0,1,0,28.8,0,29
2023-05-26,item_006,Apples 1kg,Fruits,GreenValley,760.14,733.65,0,none,0.0,0,0,0,20.8,0,33
2023-05-27,item_006,Apples 1kg,Fruits,GreenValley,761.64,759.15,0,none,0.0,0,0,1,20.3,0,37
2023-05-28,item_006,Apples 1kg,Fruits,GreenValley,764.95,769.63,0,none,0.0,0,0,1,25.4,0,48
2023-05-29,item_006,Apples 1kg,Fruits,GreenValley,723.61,743.79,1,display,0.05,0,0,0,22.4,0,31
2023-05-30,item_006,Apples 1kg,Fruits,GreenValley,763.22,724.92,0,none,0.0,0,0,0,26.4,0,17
2023-05-31,item_006,Apples 1kg,Fruits,GreenValley,770.69,739.72,0,none,0.0,0,0,0,25.0,0,15
2023-06-01,item_006,Apples 1kg,Fruits,GreenValley,614.63,761.23,1,bundle,0.2,0,0,0,23.0,0,33
2023-06-02,item_006,Apples 1kg,Fruits,GreenValley,769.75,774.5,0,none,0.0,0,0,0,20.7,0,45
2023-06-03,item_006,Apples 1kg,Fruits,GreenValley,763.19,746.68,0,none,0.0,0,0,1,19.7,0,55
2023-06-04,item_006,Apples 1kg,Fruits,GreenValley,765.23,780.76,0,none,0.0,0,0,1,25.0,0,55
2023-06-05,item_006,Apples 1kg,Fruits,GreenValley,767.52,800.2,0,none,0.0,0,1,0,19.6,0,31
2023-06-06,item_006,Apples 1kg,Fruits,GreenValley,766.38,772.73,0,none,0.0,0,0,0,25.8,0,13
2023-06-07,item_006,Apples 1kg,Fruits,GreenValley,648.03,739.43,1,display,0.15,0,0,0,24.7,0,30
2023-06-08,item_006,Apples 1kg,Fruits,GreenValley,769.26,733.85,0,none,0.0,0,0,0,31.8,0,31
2023-06-09,item_006,Apples 1kg,Fruits,GreenValley,763.41,808.6,0,none,0.0,0,0,0,23.6,0,35
2023-06-10,item_006,Apples 1kg,Fruits,GreenValley,770.44,786.89,0,none,0.0,0,0,1,24.9,0,46
2023-06-11,item_006,Apples 1kg,Fruits,GreenValley,767.08,744.07,0,none,0.0,0,0,1,26.4,0,37
2023-06-12,item_006,Apples 1kg,Fruits,GreenValley,762.16,802.19,0,none,0.0,1,0,0,19.6,0,31
2023-06-13,item_006,Apples 1kg,Fruits,GreenValley,762.88,796.01,0,none,0.0,0,0,0,26.4,0,17
2023-06-14,item_006,Apples 1kg,Fruits,GreenValley,765.38,730.5,0,none,0.0,0,0,0,24.0,0,11
2023-06-15,item_006,Apples 1kg,Fruits,GreenValley,770.52,788.93,0,none,0.0,0,0,0,25.5,0,18
2023-06-16,item_006,Apples 1kg,Fruits,GreenValley,762.63,804.95,0,none,0.0,0,0,0,35.5,0,31
2023-06-17,item_006,Apples 1kg,Fruits,GreenValley,762.99,719.53,0,none,0.0,0,0,1,23.8,0,42
2023-06-18,item_006,Apples 1kg,Fruits,GreenValley,764.3,742.89,0,none,0.0,0,0,1,29.8,0,39
2023-06-19,item_006,Apples 1kg,Fruits,GreenValley,760.4,790.29,0,none,0.0,0,0,0,21.3,0,18
2023-06-20,item_006,Apples 1kg,Fruits,GreenValley,760.68,738.24,0,none,0.0,0,1,0,22.6,0,19
2023-06-21,item_006,Apples 1kg,Fruits,GreenValley,766.81,744.64,0,none,0.0,0,0,0,22.9,0,20
2023-06-22,item_006,Apples 1kg,Fruits,GreenValley,762.87,779.57,0,none,0.0,0,0,0,20.6,0,23
2023-06-23,item_006,Apples 1kg,Fruits,GreenValley,760.43,775.59,0,none,0.0,0,0,0,22.5,0,44
2023-06-24,item_006,Apples 1kg,Fruits,GreenValley,768.25,790.33,0,none,0.0,0,0,1,21.6,0,47
2023-06-25,item_006,Apples 1kg,Fruits,GreenValley,609.69,731.65,1,discount,0.2,0,1,1,23.1,0,79
2023-06-26,item_006,Apples 1kg,Fruits,GreenValley,769.19,807.79,0,none,0.0,0,0,0,27.1,0,20
2023-06-27,item_006,Apples 1kg,Fruits,GreenValley,761.78,782.29,0,none,0.0,0,0,0,24.0,0,3
2023-06-28,item_006,Apples 1kg,Fruits,GreenValley,766.31,791.9,0,none,0.0,0,0,0,25.9,0,12
2023-06-29,item_006,Apples 1kg,Fruits,GreenValley,758.38,783.19,0,none,0.0,0,0,0,27.9,0,28
2023-06-30,item_006,Apples 1kg,Fruits,GreenValley,770.66,725.81,0,none,0.0,0,0,0,26.2,0,37
2023-07-01,item_006,Apples 1kg,Fruits,GreenValley,758.27,764.7,0,none,0.0,0,0,1,23.7,0,37
2023-07-02,item_006,Apples 1kg,Fruits,GreenValley,762.72,776.85,0,none,0.0,0,0,1,21.3,0,47
2023-07-03,item_006,Apples 1kg,Fruits,GreenValley,757.81,792.66,0,none,0.0,0,0,0,28.5,0,26
2023-07-04,item_006,Apples 1kg,Fruits,GreenValley,768.11,754.51,0,none,0.0,0,0,0,24.2,0,28
2023-07-05,item_006,Apples 1kg,Fruits,GreenValley,766.69,744.25,0,none,0.0,0,1,0,21.8,0,19
2023-07-06,item_006,Apples 1kg,Fruits,GreenValley,764.25,745.14,0,none,0.0,0,0,0,23.4,0,9
2023-07-07,item_006,Apples 1kg,Fruits,GreenValley,769.37,796.11,0,none,0.0,0,0,0,27.5,0,31
2023-07-08,item_006,Apples 1kg,Fruits,GreenValley,685.87,765.9,1,display,0.1,0,0,1,29.5,0,53
2023-07-09,item_006,Apples 1kg,Fruits,GreenValley,759.06,775.02,0,none,0.0,0,0,1,21.0,0,49
2023-07-10,item_006,Apples 1kg,Fruits,GreenValley,765.3,747.45,0,none,0.0,0,0,0,17.4,0,27
2023-07-11,item_006,Apples 1kg,Fruits,GreenValley,762.29,779.75,0,none,0.0,0,0,0,20.2,0,10
2023-07-12,item_006,Apples 1kg,Fruits,GreenValley,755.59,770.12,0,none,0.0,0,0,0,21.8,0,15
2023-07-13,item_006,Apples 1kg,Fruits,GreenValley,642.86,725.71,1,discount,0.15,0,0,0,23.6,0,49
2023-07-14,item_006,Apples 1kg,Fruits,GreenValley,768.61,765.03,0,none,0.0,0,0,0,22.9,0,43
2023-07-15,item_006,Apples 1kg,Fruits,GreenValley,766.05,747.94,0,none,0.0,0,0,1,24.1,0,33
2023-07-16,item_006,Apples 1kg,Fruits,GreenValley,765.12,762.97,0,none,0.0,0,0,1,25.3,0,47
2023-07-17,item_006,Apples 1kg,Fruits,GreenValley,759.97,780.15,0,none,0.0,0,0,0,16.8,0,23
2023-07-18,item_006,Apples 1kg,Fruits,GreenValley,759.95,752.54,0,none,0.0,0,0,0,28.0,0,20
2023-07-19,item_006,Apples 1kg,Fruits,GreenValley,756.06,803.26,0,none,0.0,0,0,0,23.8,0,17
2023-07-20,item_006,Apples 1kg,Fruits,GreenValley,766.76,765.1,0,none,0.0,0,1,0,21.8,0,29
2023-07-21,item_006,Apples 1kg,Fruits,GreenValley,769.39,792.69,0,none,0.0,0,0,0,18.5,0,42
2023-07-22,item_006,Apples 1kg,Fruits,GreenValley,759.29,752.2,0,none,0.0,0,0,1,23.6,0,39
2023-07-23,item_006,Apples 1kg,Fruits,GreenValley,759.66,789.99,0,none,0.0,0,0,1,20.5,0,41
2023-07-24,item_006,Apples 1kg,Fruits,GreenValley,765.34,712.95,0,none,0.0,0,0,0,22.8,0,22
2023-07-25,item_006,Apples 1kg,Fruits,GreenValley,764.9,731.08,0,none,0.0,0,1,0,21.8,0,27
2023-07-26,item_006,Apples 1kg,Fruits,GreenValley,751.98,713.01,0,none,0.0,0,0,0,18.6,0,23
2023-07-27,item_006,Apples 1kg,Fruits,GreenValley,753.97,739.75,0,none,0.0,0,0,0,20.6,0,26
2023-07-28,item_006,Apples 1kg,Fruits,GreenValley,764.68,716.17,0,none,0.0,0,0,0,25.8,0,34
2023-07-29,item_006,Apples 1kg,Fruits,GreenValley,757.22,749.95,0,none,0.0,0,0,1,18.6,0,55
2023-07-30,item_006,Apples 1kg,Fruits,GreenValley,761.09,796.73,0,none,0.0,0,0,1,18.2,0,49
2023-07-31,item_006,Apples 1kg,Fruits,GreenValley,750.55,793.35,0,none,0.0,0,0,0,20.6,0,35
2023-08-01,item_006,Apples 1kg,Fruits,GreenValley,759.48,741.57,0,none,0.0,0,0,0,21.5,0,16
2023-08-02,item_006,Apples 1kg,Fruits,GreenValley,753.25,766.98,0,none,0.0,0,0,0,18.4,0,18
2023-08-03,item_006,Apples 1kg,Fruits,GreenValley,754.39,726.92,0,none,0.0,0,0,0,22.7,0,29
2023-08-04,item_006,Apples 1kg,Fruits,GreenValley,755.85,773.81,0,none,0.0,0,0,0,17.5,0,48
2023-08-05,item_006,Apples 1kg,Fruits,GreenValley,762.52,760.75,0,none,0.0,0,1,1,18.8,0,52
2023-08-06,item_006,Apples 1kg,Fruits,GreenValley,759.36,746.84,0,none,0.0,0,0,1,18.3,0,36
2023-08-07,item_006,Apples 1kg,Fruits,GreenValley,685.94,714.65,1,display,0.1,0,0,0,20.1,0,41
2023-08-08,item_006,Apples 1kg,Fruits,GreenValley,759.8,721.02,0,none,0.0,0,0,0,20.8,0,10
2023-08-09,item_006,Apples 1kg,Fruits,GreenValley,759.92,758.14,0,none,0.0,0,0,0,21.1,0,20
2023-08-10,item_006,Apples 1kg,Fruits,GreenValley,718.55,767.58,1,discount,0.05,0,0,0,22.6,0,32
2023-08-11,item_006,Apples 1kg,Fruits,GreenValley,727.08,718.47,1,display,0.05,0,0,0,18.8,0,43
2023-08-12,item_006,Apples 1kg,Fruits,GreenValley,758.19,794.97,0,none,0.0,0,0,1,18.1,0,56
2023-08-13,item_006,Apples 1kg,Fruits,GreenValley,757.1,712.78,0,none,0.0,0,0,1,18.9,0,44
2023-08-14,item_006,Apples 1kg,Fruits,GreenValley,755.62,759.58,0,none,0.0,0,0,0,16.7,0,25
2023-08-15,item_006,Apples 1kg,Fruits,GreenValley,751.22,761.27,0,none,0.0,0,0,0,14.4,0,20
2023-08-16,item_006,Apples 1kg,Fruits,GreenValley,753.74,763.84,0,none,0.0,0,0,0,15.4,0,18
2023-08-17,item_006,Apples 1kg,Fruits,GreenValley,750.68,774.55,0,none,0.0,0,0,0,16.2,0,30
2023-08-18,item_006,Apples 1kg,Fruits,GreenValley,761.28,748.02,0,none,0.0,0,0,0,19.3,0,25
2023-08-19,item_006,Apples 1kg,Fruits,GreenValley,753.44,736.13,0,none,0.0,0,0,1,13.1,0,64
2023-08-20,item_006,Apples 1kg,Fruits,GreenValley,761.6,754.63,0,none,0.0,0,1,1,16.3,0,56
2023-08-21,item_006,Apples 1kg,Fruits,GreenValley,759.04,748.38,0,none,0.0,0,0,0,13.6,0,40
2023-08-22,item_006,Apples 1kg,Fruits,GreenValley,754.89,796.4,0,none,0.0,0,0,0,15.8,0,24
2023-08-23,item_006,Apples 1kg,Fruits,GreenValley,760.39,738.52,0,none,0.0,0,0,0,12.6,0,22
2023-08-24,item_006,Apples 1kg,Fruits,GreenValley,755.92,753.53,0,none,0.0,0,0,0,9.6,0,27
2023-08-25,item_006,Apples 1kg,Fruits,GreenValley,753.04,746.52,0,none,0.0,0,1,0,12.2,0,41
2023-08-26,item_006,Apples 1kg,Fruits,GreenValley,756.34,757.95,0,none,0.0,0,0,1,19.6,0,61
2023-08-27,item_006,Apples 1kg,Fruits,GreenValley,761.34,759.71,0,none,0.0,0,0,1,17.5,0,48
2023-08-28,item_006,Apples 1kg,Fruits,GreenValley,761.51,714.18,0,none,0.0,0,0,0,18.5,0,25
2023-08-29,item_006,Apples 1kg,Fruits,GreenValley,763.62,760.89,0,none,0.0,0,0,0,18.1,0,22
2023-08-30,item_006,Apples 1kg,Fruits,GreenValley,756.08,743.89,0,none,0.0,0,0,0,12.0,0,23
2023-08-31,item_006,Apples 1kg,Fruits,GreenValley,756.33,771.98,0,none,0.0,0,0,0,19.1,0,22
2023-09-01,item_006,Apples 1kg,Fruits,GreenValley,765.31,788.39,0,none,0.0,1,0,0,9.0,0,52
2023-09-02,item_006,Apples 1kg,Fruits,GreenValley,754.39,798.15,0,none,0.0,0,0,1,9.3,0,59
2023-09-03,item_006,Apples 1kg,Fruits,GreenValley,759.7,745.4,0,none,0.0,0,0,1,13.3,0,46
2023-09-04,item_006,Apples 1kg,Fruits,GreenValley,750.89,791.8,0,none,0.0,0,0,0,8.6,0,34
2023-09-05,item_006,Apples 1kg,Fruits,GreenValley,738.38,701.33,0,none,0.0,0,1,0,11.7,0,22
2023-09-06,item_006,Apples 1kg,Fruits,GreenValley,736.91,751.76,0,none,0.0,0,0,0,12.6,0,18
2023-09-07,item_006,Apples 1kg,Fruits,GreenValley,745.05,758.8,0,none,0.0,0,0,0,13.9,0,32
2023-09-08,item_006,Apples 1kg,Fruits,GreenValley,738.58,747.78,0,none,0.0,0,0,0,10.6,0,42
2023-09-09,item_006,Apples 1kg,Fruits,GreenValley,738.33,722.9,0,none,0.0,0,0,1,15.9,0,46
2023-09-10,item_006,Apples 1kg,Fruits,GreenValley,751.18,768.95,0,none,0.0,0,0,1,9.9,0,49
2023-09-11,item_006,Apples 1kg,Fruits,GreenValley,737.08,702.99,0,none,0.0,0,0,0,12.8,0,32
2023-09-12,item_006,Apples 1kg,Fruits,GreenValley,733.47,765.25,0,none,0.0,0,0,0,13.8,0,23
2023-09-13,item_006,Apples 1kg,Fruits,GreenValley,731.24,709.29,0,none,0.0,0,0,0,15.1,0,26
2023-09-14,item_006,Apples 1kg,Fruits,GreenValley,729.31,695.27,0,none,0.0,0,0,0,10.7,0,30
2023-09-15,item_006,Apples 1kg,Fruits,GreenValley,741.16,763.04,0,none,0.0,0,0,0,12.4,0,58
2023-09-16,item_006,Apples 1kg,Fruits,GreenValley,729.26,709.82,0,none,0.0,0,0,1,10.6,0,46
2023-09-17,item_006,Apples 1kg,Fruits,GreenValley,736.92,749.22,0,none,0.0,0,0,1,7.2,0,53
2023-09-18,item_006,Apples 1kg,Fruits,GreenValley,741.78,747.56,0,none,0.0,0,0,0,10.5,0,29
